acyr,semr,sid,loam
103,2,SD1031214,56828
103,2,SD1031219,44928
103,2,SD1031220,44928
103,2,SD1031225,47928
103,2,SD1031228,52928
103,2,SD1031231,44928
103,2,SD1031232,44928
103,2,SD1031238,44928
103,2,SD1031243,9928
103,2,SD1031244,44928
103,2,SD1031245,12928
103,2,SD1031249,31539
103,2,SD1031250,44928
103,2,SD1031252,44928
103,2,SD1031255,44928
103,2,SD1031256,44928
103,2,SD1031257,44928
103,2,SD1031259,44928
103,2,SD1031270,40191
103,2,SD1031327,14574
103,2,SD1031618,44928
104,1,SD1020655,44928
104,1,SD1020662,44928
104,1,SD1020663,44928
104,1,SD1020666,44928
104,1,SD1020670,44928
104,1,SD1020671,44928
104,1,SD1020674,44928
104,1,SD1020675,44928
104,1,SD1020676,44928
104,1,SD1020682,44928
104,1,SD1020683,44928
104,1,SD1020684,44928
104,1,SD1020689,44928
104,1,SD1020691,44928
104,1,SD1020697,44928
104,1,SD1020705,44928
104,1,SD1020708,36576
104,1,SD1020709,44928
104,1,SD1020716,44928
104,1,SD1020722,44928
104,1,SD1020723,44928
104,1,SD1020725,44928
104,1,SD1020728,44928
104,1,SD1020730,44928
104,1,SD1020731,44928
104,1,SD1020735,44928
104,1,SD1020739,44928
104,1,SD1020740,44928
104,1,SD1020744,44928
104,1,SD1020746,44928
104,1,SD1020751,44928
104,1,SD1020752,44928
104,1,SD1020754,44928
104,1,SD1020766,44928
104,1,SD1020769,59828
104,1,SD1020774,44928
104,1,SD1020775,44928
104,1,SD1020777,44928
104,1,SD1020780,44928
104,1,SD1020786,44928
104,1,SD1020789,44928
104,1,SD1020801,44928
104,1,SD1020802,44928
104,1,SD1020805,44928
104,1,SD1020807,44928
104,1,SD1020810,44928
104,1,SD1020811,44928
104,1,SD1020818,44928
104,1,SD1020836,59828
104,1,SD1020838,44928
104,1,SD1020839,44928
104,1,SD1020845,44928
104,1,SD1020849,44928
104,1,SD1020852,44928
104,1,SD1020855,44928
104,1,SD1020859,44928
104,1,SD1020862,44928
104,1,SD1020866,44928
104,1,SD1020868,44928
104,1,SD1020870,44928
104,1,SD1020871,44928
104,1,SD1020872,31539
104,1,SD1020880,44928
104,1,SD1020882,44928
104,1,SD1020885,27076
104,1,SD1020888,44928
104,1,SD1020907,39874
104,1,SD1020914,44928
104,1,SD1020915,44928
104,1,SD1020916,44928
104,1,SD1020939,44928
104,1,SD1020943,44928
104,1,SD1020944,44928
104,1,SD1020950,44928
104,1,SD1020953,44928
104,1,SD1020958,44928
104,1,SD1020960,44928
104,1,SD1020974,44928
104,1,SD1020975,44928
104,1,SD1020976,44928
104,1,SD1020979,44928
104,1,SD1020980,52928
104,1,SD1020987,44928
104,1,SD1020988,44928
104,1,SD1020993,44928
104,1,SD1020999,44928
104,1,SD1021003,44928
104,1,SD1021005,44928
104,1,SD1021006,44928
104,1,SD1021009,44928
104,1,SD1021011,44928
104,1,SD1021014,44928
104,1,SD1021016,44928
104,1,SD1021019,44928
104,1,SD1021020,44928
104,1,SD1021021,44928
104,1,SD1021022,44928
104,1,SD1021023,44928
104,1,SD1021026,44928
104,1,SD1021037,44928
104,1,SD1021039,31539
104,1,SD1021041,44928
104,1,SD1021045,44928
104,1,SD1021047,56828
104,1,SD1021049,55928
104,1,SD1021052,44928
104,1,SD1021055,24524
104,1,SD1021059,44928
104,1,SD1021061,44928
104,1,SD1021069,44928
104,1,SD1021070,27076
104,1,SD1021074,44928
104,1,SD1021084,44928
104,1,SD1021086,44928
104,1,SD1021088,44928
104,1,SD1021090,44928
104,1,SD1021093,44928
104,1,SD1021094,53815
104,1,SD1021095,47928
104,1,SD1021096,55928
104,1,SD1021103,44928
104,1,SD1021107,44928
104,1,SD1021110,56828
104,1,SD1021113,45815
104,1,SD1021116,44928
104,1,SD1021118,44928
104,1,SD1021119,44928
104,1,SD1021120,59828
104,1,SD1021121,44928
104,1,SD1021123,45815
104,1,SD1021136,45815
104,1,SD1021137,44928
104,1,SD1021138,44928
104,1,SD1021146,44928
104,1,SD1021147,44928
104,1,SD1021152,44928
104,1,SD1021157,44928
104,1,SD1021160,44928
104,1,SD1021166,44928
104,1,SD1021169,44928
104,1,SD1021170,44928
104,1,SD1021184,44928
104,1,SD1021186,44928
104,1,SD1021188,44928
104,1,SD1021199,59828
104,1,SD1021200,44928
104,1,SD1021201,44928
104,1,SD1021203,44928
104,1,SD1021206,44928
104,1,SD1021207,44928
104,1,SD1021208,44928
104,1,SD1021218,44928
104,1,SD1021229,27076
104,1,SD1021242,44928
104,1,SD1021243,31539
104,1,SD1021245,56828
104,1,SD1021251,44928
104,1,SD1021253,44928
104,1,SD1021254,31539
104,1,SD1021257,31539
104,1,SD1021260,44928
104,1,SD1021261,44928
104,1,SD1021270,44928
104,1,SD1030090,44928
104,1,SD1030651,44928
104,1,SD1030652,44928
104,1,SD1030655,44928
104,1,SD1030657,44928
104,1,SD1030664,44928
104,1,SD1030669,36576
104,1,SD1030671,44928
104,1,SD1030678,44928
104,1,SD1030683,44928
104,1,SD1030687,44928
104,1,SD1030694,44928
104,1,SD1030695,44928
104,1,SD1030696,44928
104,1,SD1030697,44928
104,1,SD1030699,44928
104,1,SD1030704,20000
104,1,SD1030717,44928
104,1,SD1030721,44928
104,1,SD1030734,44928
104,1,SD1030739,44928
104,1,SD1030744,44928
104,1,SD1030745,44928
104,1,SD1030747,44928
104,1,SD1030748,44928
104,1,SD1030750,59828
104,1,SD1030751,44928
104,1,SD1030755,44928
104,1,SD1030759,44928
104,1,SD1030766,27076
104,1,SD1030772,44928
104,1,SD1030779,44928
104,1,SD1030784,47928
104,1,SD1030786,44928
104,1,SD1030790,55928
104,1,SD1030792,44928
104,1,SD1030797,44928
104,1,SD1030802,44928
104,1,SD1030804,44928
104,1,SD1030811,44928
104,1,SD1030813,44928
104,1,SD1030840,44928
104,1,SD1030861,44928
104,1,SD1030862,44928
104,1,SD1030863,44928
104,1,SD1030866,44928
104,1,SD1030877,27076
104,1,SD1030879,44928
104,1,SD1030903,44928
104,1,SD1030904,27076
104,1,SD1030913,44928
104,1,SD1030919,44928
104,1,SD1030926,44928
104,1,SD1030928,0
104,1,SD1030929,44928
104,1,SD1030931,47928
104,1,SD1030933,44928
104,1,SD1030934,59828
104,1,SD1030936,44928
104,1,SD1030937,44928
104,1,SD1030949,44928
104,1,SD1030954,44928
104,1,SD1030957,44928
104,1,SD1030960,44928
104,1,SD1030982,44928
104,1,SD1030983,44928
104,1,SD1030985,44928
104,1,SD1030986,44928
104,1,SD1030990,44928
104,1,SD1030993,44928
104,1,SD1030996,44928
104,1,SD1031003,13687
104,1,SD1031011,44928
104,1,SD1031016,44928
104,1,SD1031018,44928
104,1,SD1031024,44928
104,1,SD1031025,44928
104,1,SD1031028,59828
104,1,SD1031032,44928
104,1,SD1031038,32524
104,1,SD1031039,44928
104,1,SD1031040,45815
104,1,SD1031041,44928
104,1,SD1031042,45815
104,1,SD1031045,57928
104,1,SD1031048,44928
104,1,SD1031052,29000
104,1,SD1031053,44928
104,1,SD1031056,44928
104,1,SD1031057,45815
104,1,SD1031061,44928
104,1,SD1031063,44928
104,1,SD1031064,44928
104,1,SD1031083,44928
104,1,SD1031084,47928
104,1,SD1031090,52928
104,1,SD1031093,44928
104,1,SD1031095,44928
104,1,SD1031098,44928
104,1,SD1031107,44928
104,1,SD1031108,24524
104,1,SD1031110,44928
104,1,SD1031112,44928
104,1,SD1031114,47928
104,1,SD1031119,44928
104,1,SD1031121,24524
104,1,SD1031130,44928
104,1,SD1031131,44928
104,1,SD1031132,44928
104,1,SD1031135,44928
104,1,SD1031136,44928
104,1,SD1031138,44928
104,1,SD1031143,44928
104,1,SD1031148,44928
104,1,SD1031149,44928
104,1,SD1031152,31539
104,1,SD1031154,44928
104,1,SD1031159,44928
104,1,SD1031167,44928
104,1,SD1031170,44928
104,1,SD1031173,44928
104,1,SD1031174,44928
104,1,SD1031175,44928
104,1,SD1031183,44928
104,1,SD1031184,44928
104,1,SD1031191,27076
104,1,SD1031192,44928
104,1,SD1031194,66439
104,1,SD1031195,44928
104,1,SD1031198,44928
104,1,SD1031199,44928
104,1,SD1031211,44928
104,1,SD1031214,56530
104,1,SD1031219,44928
104,1,SD1031220,44928
104,1,SD1031225,47928
104,1,SD1031228,44928
104,1,SD1031231,44928
104,1,SD1031232,44928
104,1,SD1031235,44928
104,1,SD1031238,44928
104,1,SD1031243,44928
104,1,SD1031244,44928
104,1,SD1031245,47928
104,1,SD1031249,31539
104,1,SD1031250,44928
104,1,SD1031252,44928
104,1,SD1031255,44928
104,1,SD1031256,44928
104,1,SD1031257,44928
104,1,SD1031258,44928
104,1,SD1031259,44928
104,1,SD1031264,44928
104,1,SD1031327,13687
104,1,SD1031618,44928
104,1,SD1040605,56828
104,1,SD1040606,44928
104,1,SD1040614,27076
104,1,SD1040623,44928
104,1,SD1040625,44928
104,1,SD1040627,44928
104,1,SD1040629,44928
104,1,SD1040630,44928
104,1,SD1040631,44928
104,1,SD1040635,44928
104,1,SD1040636,59828
104,1,SD1040639,55928
104,1,SD1040644,44928
104,1,SD1040645,44928
104,1,SD1040647,44928
104,1,SD1040650,44928
104,1,SD1040652,44928
104,1,SD1040655,56828
104,1,SD1040656,44630
104,1,SD1040663,44928
104,1,SD1040667,44928
104,1,SD1040668,44928
104,1,SD1040672,44928
104,1,SD1040674,55928
104,1,SD1040675,44928
104,1,SD1040678,59828
104,1,SD1040682,44928
104,1,SD1040684,44928
104,1,SD1040687,44928
104,1,SD1040688,44928
104,1,SD1040698,44928
104,1,SD1040703,44630
104,1,SD1040706,44630
104,1,SD1040708,59828
104,1,SD1040709,54928
104,1,SD1040710,59828
104,1,SD1040719,44928
104,1,SD1040725,44928
104,1,SD1040730,44928
104,1,SD1040734,33050
104,1,SD1040735,44928
104,1,SD1040737,21150
104,1,SD1040741,26778
104,1,SD1040745,44928
104,1,SD1040751,47928
104,1,SD1040753,31539
104,1,SD1040755,59828
104,1,SD1040757,44928
104,1,SD1040779,44928
104,1,SD1040783,44928
104,1,SD1040785,44928
104,1,SD1040789,44928
104,1,SD1040791,61976
104,1,SD1040793,44928
104,1,SD1040796,47928
104,1,SD1040802,56828
104,1,SD1040804,44928
104,1,SD1040806,44928
104,1,SD1040812,44928
104,1,SD1040818,44928
104,1,SD1040821,44928
104,1,SD1040822,44928
104,1,SD1040825,35076
104,1,SD1040846,44928
104,1,SD1040854,59828
104,1,SD1040856,44928
104,1,SD1040858,47928
104,1,SD1040864,44928
104,1,SD1040869,47928
104,1,SD1040871,59828
104,1,SD1040888,47928
104,1,SD1040889,44928
104,1,SD1040891,44928
104,1,SD1040892,44928
104,1,SD1040906,44630
104,1,SD1040908,44928
104,1,SD1040909,59828
104,1,SD1040911,18150
104,1,SD1040912,59828
104,1,SD1040924,44928
104,1,SD1040925,44928
104,1,SD1040926,47928
104,1,SD1040927,44928
104,1,SD1040929,59828
104,1,SD1040930,13687
104,1,SD1040931,59828
104,1,SD1040932,27963
104,1,SD1040936,59828
104,1,SD1040938,44928
104,1,SD1040939,44928
104,1,SD1040942,44928
104,1,SD1040945,47928
104,1,SD1040948,45815
104,1,SD1040962,44928
104,1,SD1040968,45815
104,1,SD1040969,33050
104,1,SD1040970,44630
104,1,SD1040971,44928
104,1,SD1040972,44928
104,1,SD1040974,36576
104,1,SD1040984,44928
104,1,SD1040988,59828
104,1,SD1040991,44928
104,1,SD1040995,44928
104,1,SD1040996,44928
104,1,SD1040998,59828
104,1,SD1041003,44928
104,1,SD1041004,27076
104,1,SD1041010,44928
104,1,SD1041011,44928
104,1,SD1041012,47928
104,1,SD1041015,44928
104,1,SD1041016,47928
104,1,SD1041023,44928
104,1,SD1041031,44928
104,1,SD1041037,44928
104,1,SD1041045,44630
104,1,SD1041048,44928
104,1,SD1041052,59828
104,1,SD1041055,44928
104,1,SD1041057,44928
104,1,SD1041059,58828
104,1,SD1041062,47928
104,1,SD1041068,59000
104,1,SD1041069,47928
104,1,SD1041071,44928
104,1,SD1041075,59828
104,1,SD1041076,39539
104,1,SD1041080,45815
104,1,SD1041081,44928
104,1,SD1041082,45815
104,1,SD1041089,44928
104,1,SD1041090,55092
104,1,SD1041093,44928
104,1,SD1041095,44928
104,1,SD1041097,51539
104,1,SD1041101,44928
104,1,SD1041102,59828
104,1,SD1041105,52928
104,1,SD1041106,44928
104,1,SD1041109,44630
104,1,SD1041111,56828
104,1,SD1041114,44928
104,1,SD1041116,44928
104,1,SD1041120,44928
104,1,SD1041121,59828
104,1,SD1041128,44928
104,1,SD1041130,44928
104,1,SD1041133,44928
104,1,SD1041137,44928
104,1,SD1041140,44928
104,1,SD1041144,45815
104,1,SD1041148,44928
104,1,SD1041150,44630
104,1,SD1041151,46000
104,1,SD1041154,45815
104,1,SD1041156,44928
104,1,SD1041159,44928
104,1,SD1041161,44928
104,1,SD1041166,44928
104,1,SD1041171,44928
104,1,SD1041172,44928
104,1,SD1041173,44928
104,1,SD1041179,47928
104,1,SD1041180,44928
104,2,SD1020655,44928
104,2,SD1020662,44928
104,2,SD1020663,44928
104,2,SD1020666,44928
104,2,SD1020670,32928
104,2,SD1020671,44928
104,2,SD1020674,44928
104,2,SD1020675,44928
104,2,SD1020676,44928
104,2,SD1020682,17928
104,2,SD1020683,44928
104,2,SD1020684,44928
104,2,SD1020691,44928
104,2,SD1020697,44928
104,2,SD1020705,44928
104,2,SD1020708,36576
104,2,SD1020709,44928
104,2,SD1020716,44928
104,2,SD1020717,59828
104,2,SD1020722,44928
104,2,SD1020725,44928
104,2,SD1020728,44928
104,2,SD1020730,44928
104,2,SD1020735,44928
104,2,SD1020739,44928
104,2,SD1020744,9928
104,2,SD1020746,17928
104,2,SD1020751,17928
104,2,SD1020752,44928
104,2,SD1020754,44928
104,2,SD1020766,44928
104,2,SD1020769,24828
104,2,SD1020775,9928
104,2,SD1020777,44928
104,2,SD1020786,44928
104,2,SD1020789,44928
104,2,SD1020794,44928
104,2,SD1020801,44928
104,2,SD1020802,44928
104,2,SD1020805,44928
104,2,SD1020807,44928
104,2,SD1020810,44928
104,2,SD1020811,44928
104,2,SD1020812,44928
104,2,SD1020818,44928
104,2,SD1020836,59828
104,2,SD1020838,44928
104,2,SD1020839,44928
104,2,SD1020852,44928
104,2,SD1020855,9928
104,2,SD1020859,44928
104,2,SD1020862,44928
104,2,SD1020866,9928
104,2,SD1020868,44928
104,2,SD1020871,27928
104,2,SD1020882,9928
104,2,SD1020885,27076
104,2,SD1020888,44928
104,2,SD1020914,44928
104,2,SD1020916,22928
104,2,SD1020927,47630
104,2,SD1020939,27928
104,2,SD1020944,44928
104,2,SD1020953,44928
104,2,SD1020958,44928
104,2,SD1020960,9928
104,2,SD1020968,22928
104,2,SD1020974,17928
104,2,SD1020975,44928
104,2,SD1020979,44928
104,2,SD1020980,9928
104,2,SD1020987,44928
104,2,SD1020988,44928
104,2,SD1020993,9928
104,2,SD1020999,44928
104,2,SD1021005,44928
104,2,SD1021006,44928
104,2,SD1021009,44928
104,2,SD1021011,27928
104,2,SD1021014,44928
104,2,SD1021016,44928
104,2,SD1021019,22928
104,2,SD1021020,44928
104,2,SD1021022,44928
104,2,SD1021023,44928
104,2,SD1021026,44928
104,2,SD1021037,44928
104,2,SD1021045,44928
104,2,SD1021047,56828
104,2,SD1021049,55928
104,2,SD1021055,25410
104,2,SD1021059,9928
104,2,SD1021067,43191
104,2,SD1021069,44928
104,2,SD1021070,27076
104,2,SD1021074,44928
104,2,SD1021086,44928
104,2,SD1021090,56828
104,2,SD1021093,45815
104,2,SD1021094,53815
104,2,SD1021095,25928
104,2,SD1021096,12928
104,2,SD1021103,44928
104,2,SD1021107,44928
104,2,SD1021110,56828
104,2,SD1021113,44928
104,2,SD1021116,44928
104,2,SD1021118,44928
104,2,SD1021119,9928
104,2,SD1021121,44928
104,2,SD1021123,44928
104,2,SD1021137,44928
104,2,SD1021138,44928
104,2,SD1021146,44928
104,2,SD1021147,44928
104,2,SD1021152,44928
104,2,SD1021157,13687
104,2,SD1021160,44928
104,2,SD1021166,44928
104,2,SD1021169,17928
104,2,SD1021170,44928
104,2,SD1021184,44928
104,2,SD1021186,9928
104,2,SD1021188,44928
104,2,SD1021199,56828
104,2,SD1021201,44928
104,2,SD1021203,9928
104,2,SD1021206,44928
104,2,SD1021208,44928
104,2,SD1021229,27076
104,2,SD1021242,22928
104,2,SD1021243,18150
104,2,SD1021245,56828
104,2,SD1021251,44928
104,2,SD1021254,18150
104,2,SD1021257,18150
104,2,SD1021260,9928
104,2,SD1021261,44928
104,2,SD1021265,44928
104,2,SD1021270,32928
104,2,SD1030090,44928
104,2,SD1030651,44928
104,2,SD1030652,44928
104,2,SD1030654,44928
104,2,SD1030655,44928
104,2,SD1030657,27928
104,2,SD1030664,44928
104,2,SD1030669,44928
104,2,SD1030671,44928
104,2,SD1030683,44928
104,2,SD1030687,44928
104,2,SD1030694,44928
104,2,SD1030695,9928
104,2,SD1030696,44928
104,2,SD1030699,44928
104,2,SD1030704,20000
104,2,SD1030712,18150
104,2,SD1030717,44928
104,2,SD1030721,27076
104,2,SD1030734,44928
104,2,SD1030739,44928
104,2,SD1030745,44928
104,2,SD1030747,44928
104,2,SD1030748,44928
104,2,SD1030751,32928
104,2,SD1030755,44928
104,2,SD1030759,22928
104,2,SD1030764,24828
104,2,SD1030766,27076
104,2,SD1030772,44928
104,2,SD1030779,44928
104,2,SD1030784,47928
104,2,SD1030786,44928
104,2,SD1030790,55928
104,2,SD1030797,44928
104,2,SD1030802,44928
104,2,SD1030811,44928
104,2,SD1030813,44928
104,2,SD1030850,44928
104,2,SD1030857,44928
104,2,SD1030858,44928
104,2,SD1030863,44928
104,2,SD1030866,22928
104,2,SD1030872,44928
104,2,SD1030877,27076
104,2,SD1030879,44928
104,2,SD1030903,9928
104,2,SD1030904,27076
104,2,SD1030905,44928
104,2,SD1030912,44928
104,2,SD1030913,9928
104,2,SD1030919,9928
104,2,SD1030924,44928
104,2,SD1030926,27928
104,2,SD1030929,27928
104,2,SD1030931,47928
104,2,SD1030933,18150
104,2,SD1030934,59828
104,2,SD1030936,44928
104,2,SD1030937,44928
104,2,SD1030949,44928
104,2,SD1030954,44928
104,2,SD1030957,44928
104,2,SD1030960,32928
104,2,SD1030966,44928
104,2,SD1030971,27928
104,2,SD1030982,32928
104,2,SD1030983,44928
104,2,SD1030985,44928
104,2,SD1030986,27928
104,2,SD1030990,44928
104,2,SD1030993,44928
104,2,SD1030996,9928
104,2,SD1031003,13687
104,2,SD1031011,44928
104,2,SD1031016,44928
104,2,SD1031018,44928
104,2,SD1031024,44928
104,2,SD1031025,44928
104,2,SD1031028,24828
104,2,SD1031032,9928
104,2,SD1031036,44928
104,2,SD1031038,32523
104,2,SD1031039,44928
104,2,SD1031040,44928
104,2,SD1031041,32928
104,2,SD1031042,44928
104,2,SD1031045,22928
104,2,SD1031048,44928
104,2,SD1031052,40000
104,2,SD1031053,44928
104,2,SD1031056,44928
104,2,SD1031057,9928
104,2,SD1031061,44928
104,2,SD1031063,9928
104,2,SD1031064,44928
104,2,SD1031083,44928
104,2,SD1031084,44928
104,2,SD1031090,44928
104,2,SD1031093,59828
104,2,SD1031095,44928
104,2,SD1031098,44928
104,2,SD1031107,9928
104,2,SD1031108,24523
104,2,SD1031110,44928
104,2,SD1031112,17928
104,2,SD1031114,44928
104,2,SD1031119,9928
104,2,SD1031121,24523
104,2,SD1031131,44928
104,2,SD1031132,27928
104,2,SD1031135,9928
104,2,SD1031136,45815
104,2,SD1031138,44928
104,2,SD1031143,44928
104,2,SD1031148,44928
104,2,SD1031149,44928
104,2,SD1031152,18150
104,2,SD1031154,17928
104,2,SD1031159,44928
104,2,SD1031170,44928
104,2,SD1031173,44928
104,2,SD1031174,9928
104,2,SD1031175,44928
104,2,SD1031183,44928
104,2,SD1031184,9928
104,2,SD1031191,27076
104,2,SD1031192,44928
104,2,SD1031195,44928
104,2,SD1031199,44928
104,2,SD1031211,44928
104,2,SD1031214,21828
104,2,SD1031218,44928
104,2,SD1031219,44928
104,2,SD1031225,47928
104,2,SD1031228,44928
104,2,SD1031229,44928
104,2,SD1031232,44928
104,2,SD1031235,44928
104,2,SD1031238,44928
104,2,SD1031243,44928
104,2,SD1031244,44928
104,2,SD1031245,12928
104,2,SD1031249,18150
104,2,SD1031250,44928
104,2,SD1031252,44928
104,2,SD1031255,44928
104,2,SD1031256,44928
104,2,SD1031257,44928
104,2,SD1031258,44928
104,2,SD1031259,44928
104,2,SD1031264,20928
104,2,SD1031266,17928
104,2,SD1031270,47928
104,2,SD1031327,13687
104,2,SD1031618,44928
104,2,SD1040605,56828
104,2,SD1040614,27076
104,2,SD1040623,44928
104,2,SD1040625,47928
104,2,SD1040627,44928
104,2,SD1040629,47928
104,2,SD1040631,27928
104,2,SD1040635,44928
104,2,SD1040636,59828
104,2,SD1040645,44928
104,2,SD1040650,44928
104,2,SD1040655,56828
104,2,SD1040663,24928
104,2,SD1040667,44928
104,2,SD1040668,44928
104,2,SD1040672,44928
104,2,SD1040674,9928
104,2,SD1040675,44928
104,2,SD1040678,55928
104,2,SD1040687,44928
104,2,SD1040688,44928
104,2,SD1040690,44928
104,2,SD1040694,44928
104,2,SD1040696,44928
104,2,SD1040698,44928
104,2,SD1040703,44928
104,2,SD1040706,44630
104,2,SD1040708,59828
104,2,SD1040709,44000
104,2,SD1040710,44928
104,2,SD1040719,44928
104,2,SD1040725,44928
104,2,SD1040730,9928
104,2,SD1040734,56828
104,2,SD1040735,44928
104,2,SD1040737,21150
104,2,SD1040741,44928
104,2,SD1040745,44928
104,2,SD1040751,44928
104,2,SD1040753,18150
104,2,SD1040755,59828
104,2,SD1040757,44928
104,2,SD1040783,44928
104,2,SD1040791,53050
104,2,SD1040793,44928
104,2,SD1040796,44928
104,2,SD1040802,56828
104,2,SD1040803,44928
104,2,SD1040806,44928
104,2,SD1040810,44928
104,2,SD1040812,44928
104,2,SD1040818,44928
104,2,SD1040822,9928
104,2,SD1040825,35076
104,2,SD1040846,44928
104,2,SD1040854,59828
104,2,SD1040856,18150
104,2,SD1040862,44928
104,2,SD1040864,44928
104,2,SD1040869,18150
104,2,SD1040871,44928
104,2,SD1040887,44928
104,2,SD1040888,44928
104,2,SD1040889,44928
104,2,SD1040891,44928
104,2,SD1040892,44928
104,2,SD1040906,44630
104,2,SD1040909,44928
104,2,SD1040911,44928
104,2,SD1040912,59828
104,2,SD1040924,17928
104,2,SD1040925,44928
104,2,SD1040926,47928
104,2,SD1040927,44928
104,2,SD1040929,59828
104,2,SD1040932,27076
104,2,SD1040933,44928
104,2,SD1040936,44928
104,2,SD1040938,44928
104,2,SD1040939,44928
104,2,SD1040942,44928
104,2,SD1040945,47928
104,2,SD1040962,44928
104,2,SD1040968,44928
104,2,SD1040970,44630
104,2,SD1040971,44928
104,2,SD1040972,44928
104,2,SD1040974,26150
104,2,SD1040984,44928
104,2,SD1040988,44928
104,2,SD1040991,44630
104,2,SD1040993,44928
104,2,SD1040995,44928
104,2,SD1040996,44928
104,2,SD1040998,44928
104,2,SD1041003,44928
104,2,SD1041004,27076
104,2,SD1041011,47928
104,2,SD1041012,44928
104,2,SD1041015,44928
104,2,SD1041029,44928
104,2,SD1041031,44928
104,2,SD1041037,32928
104,2,SD1041045,44630
104,2,SD1041047,44928
104,2,SD1041048,44928
104,2,SD1041052,50000
104,2,SD1041055,44928
104,2,SD1041059,59828
104,2,SD1041062,44928
104,2,SD1041069,44928
104,2,SD1041071,44928
104,2,SD1041075,9928
104,2,SD1041080,17928
104,2,SD1041081,44928
104,2,SD1041082,44928
104,2,SD1041090,43191
104,2,SD1041093,44928
104,2,SD1041095,44928
104,2,SD1041097,59828
104,2,SD1041101,44928
104,2,SD1041105,52928
104,2,SD1041106,44928
104,2,SD1041109,44630
104,2,SD1041111,44928
104,2,SD1041116,44928
104,2,SD1041119,44928
104,2,SD1041120,44928
104,2,SD1041121,59828
104,2,SD1041128,44928
104,2,SD1041130,44928
104,2,SD1041133,44928
104,2,SD1041137,17928
104,2,SD1041140,44928
104,2,SD1041144,44928
104,2,SD1041148,44928
104,2,SD1041150,44928
104,2,SD1041151,45000
104,2,SD1041154,22928
104,2,SD1041155,44928
104,2,SD1041156,44928
104,2,SD1041159,44928
104,2,SD1041166,44928
104,2,SD1041171,44928
104,2,SD1041172,44928
104,2,SD1041173,44928
104,2,SD1041179,44928
104,2,SD1041180,44928
